round,client_id,task,accuracy,loss,samples_processed,correct_predictions,val_accuracy,val_loss,val_samples,val_correct_predictions,timestamp
6,stsb_client,stsb,0.7059363957001362,0.0431717919068467,4249,1539,0.7182951012947091,0.042558017028297514,1500,561,2025-10-26 08:27:30
6,sst2_client,sst2,0.8842155933631181,0.31093685343260874,66477,58780,0.8967889908256881,0.31043665704035434,872,782,2025-10-26 08:33:01
6,qqp_client,qqp,0.79096875,0.44754763431753963,32000,25311,0.7745,0.4896227587684989,4000,3098,2025-10-26 08:33:36
7,stsb_client,stsb,0.719302722138284,0.041638895725705345,4249,1525,0.723452081740115,0.04130828866061378,1500,576,2025-10-26 08:34:36
7,sst2_client,sst2,0.8934819561652902,0.2957242696464205,66477,59396,0.9036697247706422,0.29581001750407143,872,788,2025-10-26 08:40:10
7,qqp_client,qqp,0.8005625,0.43314765390055254,32000,25618,0.7705,0.534343799315393,4000,3082,2025-10-26 08:40:42
8,stsb_client,stsb,0.736368501706968,0.039421243719578045,4249,1583,0.7055511000359866,0.047736668827983136,1500,563,2025-10-26 08:41:42
8,sst2_client,sst2,0.8994238608842156,0.28523813347600036,66477,59791,0.9036697247706422,0.2911698004623892,872,788,2025-10-26 08:47:07
8,qqp_client,qqp,0.80715625,0.4213673286824487,32000,25829,0.77675,0.49869148893654347,4000,3107,2025-10-26 08:47:44
9,stsb_client,stsb,0.7417221664252676,0.03891155046508893,4249,1546,0.7216302905625733,0.04271694664853288,1500,603,2025-10-26 08:48:42
9,sst2_client,sst2,0.9038464431307068,0.2777218753793619,66477,60085,0.9059633027522935,0.2904167948547033,872,790,2025-10-26 08:54:08
9,qqp_client,qqp,0.81575,0.4080269152729306,32000,26104,0.787,0.5022752878665924,4000,3148,2025-10-26 08:54:42
10,stsb_client,stsb,0.7561618738496894,0.036986479518192825,4249,1568,0.7354773991187756,0.039394301441597175,1500,608,2025-10-26 08:55:41
10,sst2_client,sst2,0.9102998029393625,0.26543534343746167,66477,60514,0.9013761467889908,0.3475590903384594,872,786,2025-10-26 09:01:08
10,qqp_client,qqp,0.822375,0.4001874723350629,32000,26316,0.78625,0.48044190124049785,4000,3145,2025-10-26 09:01:45
11,stsb_client,stsb,0.7679330665633686,0.035487021867726766,4249,1594,0.7298647388514286,0.04375657942046986,1500,574,2025-10-26 09:02:44
11,sst2_client,sst2,0.9143613580636912,0.25792400522194536,66477,60784,0.911697247706422,0.3198142265601921,872,795,2025-10-26 09:08:08
11,qqp_client,qqp,0.8278125,0.388911872322904,32000,26490,0.78625,0.5001410574503243,4000,3145,2025-10-26 09:08:45
12,stsb_client,stsb,0.7667453903185538,0.03568737487780469,4249,1625,0.7386734685106612,0.03955206730492175,1500,610,2025-10-26 09:09:45
12,sst2_client,sst2,0.9181972712366683,0.25255884611665325,66477,61039,0.9094036697247706,0.29984052739439343,872,793,2025-10-26 09:15:12
12,qqp_client,qqp,0.83309375,0.38057963188015853,32000,26659,0.783,0.5191444746162742,4000,3132,2025-10-26 09:15:47
13,stsb_client,stsb,0.7666821465978901,0.03584746579259732,4249,1660,0.7384132692616546,0.03924922793707315,1500,610,2025-10-26 09:16:45
13,sst2_client,sst2,0.9209952314334281,0.24660045330859015,66477,61225,0.9174311926605505,0.30610498465990665,872,800,2025-10-26 09:22:11
13,qqp_client,qqp,0.8400625,0.37407823726930656,32000,26882,0.78425,0.5301172168049961,4000,3137,2025-10-26 09:22:52
14,stsb_client,stsb,0.7730116042042625,0.03515077795337928,4249,1679,0.735761498348085,0.040057278258052276,1500,608,2025-10-26 09:23:53
14,sst2_client,sst2,0.923056094589106,0.23903501311435602,66477,61362,0.9174311926605505,0.31015134705636443,872,800,2025-10-26 09:29:18
14,qqp_client,qqp,0.84453125,0.36284349135588856,32000,27025,0.78975,0.5217249741628766,4000,3159,2025-10-26 09:29:56
15,stsb_client,stsb,0.7780252732058187,0.034661093162621295,4249,1678,0.7277440599957195,0.041355779364784344,1500,612,2025-10-26 09:30:55
15,sst2_client,sst2,0.927298163274516,0.23304441550841262,66477,61644,0.9105504587155964,0.31559732675962493,872,794,2025-10-26 09:36:20
15,qqp_client,qqp,0.8479375,0.35926162510039283,32000,27134,0.7855,0.5258367278967053,4000,3142,2025-10-26 09:36:59
16,stsb_client,stsb,0.7773071366195351,0.034904391210722294,4249,1658,0.726646039208119,0.04301569647492563,1500,613,2025-10-26 09:37:58
16,sst2_client,sst2,0.927824661161003,0.23293583247537145,66477,61679,0.9243119266055045,0.2975743239437905,872,806,2025-10-26 09:43:22
16,qqp_client,qqp,0.85303125,0.35186340803815985,32000,27297,0.78675,0.5507687013112008,4000,3147,2025-10-26 09:44:04
17,stsb_client,stsb,0.7760628475426272,0.03518402276130015,4249,1645,0.7245584646385766,0.04258570504285633,1500,617,2025-10-26 09:45:04
17,sst2_client,sst2,0.9303067226258706,0.2250428311687039,66477,61844,0.9185779816513762,0.30410344814860324,872,801,2025-10-26 09:50:29
17,qqp_client,qqp,0.85684375,0.3477917426833883,32000,27419,0.78525,0.5515021745190024,4000,3141,2025-10-26 09:51:11
18,stsb_client,stsb,0.7713833762815718,0.03606480849106775,4249,1627,0.7348026253849171,0.0397684911843092,1500,613,2025-10-26 09:52:10
18,sst2_client,sst2,0.932728612903711,0.21997467855297792,66477,62005,0.9185779816513762,0.3082057210678713,872,801,2025-10-26 09:57:32
18,qqp_client,qqp,0.85928125,0.3438205396612175,32000,27497,0.78575,0.5495034092906862,4000,3143,2025-10-26 09:58:16
19,stsb_client,stsb,0.7620728988718773,0.037644422959047893,4249,1602,0.7367359744493636,0.03934240493269518,1500,600,2025-10-26 09:59:14
19,sst2_client,sst2,0.9349098184334431,0.21785700407758116,66477,62150,0.9254587155963303,0.31077688188802605,872,807,2025-10-26 10:04:40
19,qqp_client,qqp,0.8626875,0.3368545566292014,32000,27606,0.7795,0.5793570822691545,4000,3118,2025-10-26 10:05:16
20,stsb_client,stsb,0.7686919635341524,0.037395725644690764,4249,1639,0.7225110194376294,0.04200740192739412,1500,613,2025-10-26 10:06:16
20,sst2_client,sst2,0.9356017870842547,0.21587237525269307,66477,62196,0.9288990825688074,0.2900423457549133,872,810,2025-10-26 10:11:43
20,qqp_client,qqp,0.863875,0.33496955905877984,32000,27644,0.78175,0.6047938483171165,4000,3127,2025-10-26 10:12:18
21,stsb_client,stsb,0.7611470454003147,0.03884264777319968,4249,1576,0.7327785337923373,0.04001197339025663,1500,619,2025-10-26 10:13:17
21,sst2_client,sst2,0.9374219654918242,0.21448420571008076,66477,62317,0.9231651376146789,0.29572413924765356,872,805,2025-10-26 10:18:46
21,qqp_client,qqp,0.86775,0.33539399719797075,32000,27768,0.78025,0.5876933934874833,4000,3121,2025-10-26 10:19:26
22,stsb_client,stsb,0.7553821767426436,0.04016341171376197,4249,1568,0.7222937658069503,0.04131439698245773,1500,613,2025-10-26 10:20:25
22,sst2_client,sst2,0.9376325646464191,0.21169093235497555,66477,62331,0.9254587155963303,0.3013821872070842,872,807,2025-10-26 10:25:51
22,qqp_client,qqp,0.8676875,0.3317322558537126,32000,27766,0.784,0.612962965849787,4000,3136,2025-10-26 10:26:27
23,stsb_client,stsb,0.7500462191490236,0.04195079375478558,4249,1492,0.7198366632644647,0.04140852491539764,1500,595,2025-10-26 10:27:26
23,sst2_client,sst2,0.9391518871188531,0.20952317875415752,66477,62432,0.9254587155963303,0.30727827251641027,872,807,2025-10-26 10:32:50
23,qqp_client,qqp,0.872,0.32643174327258023,32000,27904,0.7805,0.599231066301465,4000,3122,2025-10-26 10:33:32
24,stsb_client,stsb,0.7471500550975901,0.0440399005056772,4249,1406,0.7177377089920354,0.041527042970398165,1500,596,2025-10-26 10:34:31
24,sst2_client,sst2,0.9398137701761512,0.2075333119151642,66477,62476,0.9162844036697247,0.3230355240408878,872,799,2025-10-26 10:39:58
24,qqp_client,qqp,0.87165625,0.32756406159093604,32000,27893,0.78075,0.614210297443904,4000,3123,2025-10-26 10:40:34
25,stsb_client,stsb,0.743550310588496,0.045962930199185986,4249,1388,0.7019930834817004,0.043945718856969296,1500,585,2025-10-26 10:41:35
25,sst2_client,sst2,0.9399641981437189,0.20492577224371117,66477,62486,0.9220183486238532,0.3164562187488661,872,804,2025-10-26 10:47:00
25,qqp_client,qqp,0.87521875,0.32616453082486985,32000,28007,0.7835,0.6315467429719865,4000,3134,2025-10-26 10:47:35
26,stsb_client,stsb,0.7264874578320781,0.05015920146755328,4249,1299,0.7078909171751757,0.04321533150752967,1500,568,2025-10-26 10:48:34
26,sst2_client,sst2,0.9409570227296659,0.2031078016708625,66477,62552,0.9254587155963303,0.31517573085361494,872,807,2025-10-26 10:54:01
26,qqp_client,qqp,0.8758125,0.32672729522595184,32000,28026,0.784,0.6109523491542787,4000,3136,2025-10-26 10:54:38
27,stsb_client,stsb,0.729075390864266,0.053022850277707596,4249,1247,0.6896770266148505,0.04647001946602571,1500,528,2025-10-26 10:55:37
27,sst2_client,sst2,0.941618905786964,0.20380683663122134,66477,62596,0.9220183486238532,0.32375161240407085,872,804,2025-10-26 11:01:00
27,qqp_client,qqp,0.87621875,0.32298210508679037,32000,28039,0.78575,0.6333946250118315,4000,3143,2025-10-26 11:01:36
28,stsb_client,stsb,0.7104662929011858,0.057827736869020235,4249,1155,0.6956898648614807,0.04781488740341144,1500,485,2025-10-26 11:02:35
28,sst2_client,sst2,0.942070189689667,0.20251055396287776,66477,62626,0.9254587155963303,0.3143531309981155,872,807,2025-10-26 11:08:00
28,qqp_client,qqp,0.87734375,0.324070293654222,32000,28075,0.78775,0.6363103205859661,4000,3151,2025-10-26 11:08:36
29,stsb_client,stsb,0.7201710555250427,0.06139639484314458,4249,1132,0.6946949763353614,0.050040163208750335,1500,433,2025-10-26 11:09:35
29,sst2_client,sst2,0.9428373723242626,0.2004549776734734,66477,62677,0.9231651376146789,0.31720767350794765,872,805,2025-10-26 11:15:02
29,qqp_client,qqp,0.8766875,0.3230302557516843,32000,28054,0.783,0.6164156489428133,4000,3132,2025-10-26 11:15:37
30,stsb_client,stsb,0.7108628257802343,0.06539257656199914,4249,1074,0.6942422678240731,0.05412576905887653,1500,411,2025-10-26 11:16:37
30,sst2_client,sst2,0.9441912240323721,0.2001578564438173,66477,62767,0.9231651376146789,0.3295822390162924,872,805,2025-10-26 11:22:05
30,qqp_client,qqp,0.87934375,0.32079496754799036,32000,28139,0.784,0.6348469856549055,4000,3136,2025-10-26 11:22:39
