client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_2,12,True,0.8333333333333334,5,10,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.967983991995998,0.9680569813667971,0.967983991995998,0.9680092073676495,0.08967596664031346,1999,"{'0': 0.9765091505053264, '1': 0.9546232876712328}","{'0': 0.9712034773159468, '1': 0.9628670120898101}","{'0': 0.9738490874421138, '1': 0.9587274290627688}","[3575, 106, 86, 2230]",3.682565927505493,0.0,15890432
no_lora_client_3,13,True,1.0,5,13,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8155075907707214,0.901353046298027,0.9035820364952087,0.12657283899674637,0.016020684503018856,2000,"{'mse': 0.01602068357169628, 'rmse': 0.12657283899674637, 'mae': 0.09864695370197296}","{'r2': 0.8155075907707214, 'pearson': 0.9035820364952087}",{},[],3.695396661758423,0.0,15890432
no_lora_client_2,13,True,0.8461538461538461,5,11,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9744872436218109,0.9745727550049664,0.9744872436218109,0.9745122572927334,0.07194923305759827,1999,"{'0': 0.9824945295404814, '1': 0.961982058949167}","{'0': 0.9758217875577289, '1': 0.9723661485319517}","{'0': 0.9791467902412431, '1': 0.9671462314794932}","[3592, 89, 64, 2252]",3.7085273265838623,0.0,15890432
no_lora_client_1,13,True,1.0,5,13,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.984992496248124,0.9850054931041639,0.984992496248124,0.9849962002945503,0.04401031380581359,1999,"{'0': 0.9805371739976645, '1': 0.9883313885647608}","{'0': 0.9843688940992575, '1': 0.985456660849331}","{'0': 0.9824492979719188, '1': 0.9868919312554617}","[2519, 40, 50, 3388]",3.706326723098755,0.0,15890432
no_lora_client_3,14,True,1.0,5,14,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8252720236778259,0.9045888334512711,0.9088701605796814,0.12317781822826802,0.015172775126372775,2000,"{'mse': 0.015172774903476238, 'rmse': 0.12317781822826802, 'mae': 0.09541116654872894}","{'r2': 0.8252720236778259, 'pearson': 0.9088701605796814}",{},[],3.679189682006836,0.0,15890432
no_lora_client_1,14,True,1.0,5,14,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9881607470401867,0.9881630200439867,0.9881607470401867,0.9881616310326068,0.036919327557707826,1999,"{'0': 0.9855581576893052, '1': 0.9901018922852984}","{'0': 0.9867135599843689, '1': 0.9892379290285049}","{'0': 0.9861355204061707, '1': 0.9896697221009748}","[2525, 34, 37, 3401]",3.6806414127349854,0.0,15890432
no_lora_client_2,14,True,0.8571428571428571,5,12,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.976154744038686,0.976195847876369,0.976154744038686,0.9761688871286477,0.06933649982387821,1999,"{'0': 0.9825422804146209, '1': 0.9661089661089661}","{'0': 0.9785384406411302, '1': 0.9723661485319517}","{'0': 0.9805362733088335, '1': 0.969227458575425}","[3602, 79, 64, 2252]",3.682795524597168,0.0,15890432
no_lora_client_2,15,True,0.8666666666666667,5,13,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9823244955811239,0.9823553267672693,0.9823244955811239,0.9823342883802918,0.05358334298804402,1999,"{'0': 0.9874556858467413, '1': 0.9742489270386266}","{'0': 0.9837000814995925, '1': 0.9801381692573402}","{'0': 0.9855743059335874, '1': 0.977184674989238}","[3621, 60, 46, 2270]",3.6616363525390625,0.0,15890432
no_lora_client_3,15,True,1.0,5,15,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8362706303596497,0.9070946648716927,0.915014922618866,0.11923797335573227,0.01421769515859584,2000,"{'mse': 0.014217694289982319, 'rmse': 0.11923797335573227, 'mae': 0.09290533512830734}","{'r2': 0.8362706303596497, 'pearson': 0.915014922618866}",{},[],3.6632277965545654,0.0,15890432
no_lora_client_1,15,True,1.0,5,15,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9903284975821244,0.9903276045599593,0.9903284975821244,0.990327037817105,0.03242607111607989,1999,"{'0': 0.9898159028593811, '1': 0.9907084785133565}","{'0': 0.987495115279406, '1': 0.9924374636416521}","{'0': 0.9886541471048513, '1': 0.991572217378669}","[2527, 32, 26, 3412]",3.6615347862243652,0.0,15890432
no_lora_client_3,16,True,1.0,5,16,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8484412431716919,0.910656064748764,0.9215049743652344,0.11472069479484442,0.013160838370521863,2000,"{'mse': 0.013160837814211845, 'rmse': 0.11472069479484442, 'mae': 0.08934393525123596}","{'r2': 0.8484412431716919, 'pearson': 0.9215049743652344}",{},[],3.5450806617736816,0.0,15890432
no_lora_client_2,16,True,0.875,5,14,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.983991995997999,0.984005864140976,0.983991995997999,0.9839970889010943,0.04558306956539551,1999,"{'0': 0.9880206915328069, '1': 0.9776247848537005}","{'0': 0.9858734039663135, '1': 0.9810017271157168}","{'0': 0.9869458797933097, '1': 0.9793103448275862}","[3629, 52, 44, 2272]",3.693941354751587,0.0,15890432
no_lora_client_1,16,True,1.0,5,16,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9903284975821244,0.9903284975821244,0.9903284975821244,0.9903284975821244,0.029326532024890186,1999,"{'0': 0.9886674482219617, '1': 0.991564863292612}","{'0': 0.9886674482219617, '1': 0.991564863292612}","{'0': 0.9886674482219617, '1': 0.991564863292612}","[2530, 29, 29, 3409]",3.689751148223877,0.0,15890432
no_lora_client_3,17,True,1.0,5,17,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 217, ""bin_03_0.3-0.4"": 183, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 272, ""bin_06_0.6-0.7"": 149, ""bin_07_0.7-0.8"": 179, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8592774868011475,0.914043016731739,0.9273545742034912,0.11054345132358534,0.012219855358824134,2000,"{'mse': 0.01221985463052988, 'rmse': 0.11054345132358534, 'mae': 0.08595698326826096}","{'r2': 0.8592774868011475, 'pearson': 0.9273545742034912}",{},[],3.4969303607940674,0.0,15890432
no_lora_client_1,17,True,1.0,5,17,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9923294980823745,0.9923288604575464,0.9923294980823745,0.9923287280742354,0.025238412965089083,1999,"{'0': 0.9917808219178083, '1': 0.9927367809413132}","{'0': 0.9902305588120359, '1': 0.993891797556719}","{'0': 0.9910050840829097, '1': 0.9933139534883721}","[2534, 25, 21, 3417]",3.652271270751953,0.0,15890432
no_lora_client_2,17,True,0.8823529411764706,5,15,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9886609971652492,0.9886719138348403,0.9886609971652492,0.9886646046382752,0.0375723830939581,1999,"{'0': 0.9918322896814593, '1': 0.9836488812392427}","{'0': 0.9896767182830752, '1': 0.9870466321243523}","{'0': 0.9907533315202611, '1': 0.9853448275862069}","[3643, 38, 30, 2286]",3.6620891094207764,0.0,15890432
