client_id,round_num,participated,participation_rate,consecutive_participations,total_participations,data_samples,data_distribution,data_heterogeneity_score,local_accuracy,local_precision,local_recall,local_f1_score,local_loss,contribution_weight,per_class_precision,per_class_recall,per_class_f1,confusion_matrix_flat,upload_time,download_time,parameter_size_bytes
no_lora_client_2,18,True,0.8888888888888888,5,16,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9868267467066867,0.9868334420210694,0.9868267467066867,0.9868293725215554,0.03899082627457877,1999,"{'0': 0.9899347116430903, '1': 0.981904351572598}","{'0': 0.9885900570497147, '1': 0.9840241796200345}","{'0': 0.9892619274160663, '1': 0.9829631227086478}","[3639, 42, 37, 2279]",3.6632890701293945,0.0,15890432
no_lora_client_1,18,True,1.0,5,18,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9949974987493747,0.9950010215511386,0.9949974987493747,0.9949982431159128,0.01793073951266706,1999,"{'0': 0.9929824561403509, '1': 0.9965034965034965}","{'0': 0.9953106682297772, '1': 0.9947643979057592}","{'0': 0.9941451990632318, '1': 0.9956331877729258}","[2547, 12, 18, 3420]",3.669949531555176,0.0,15890432
no_lora_client_3,19,True,1.0,5,19,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 218, ""bin_03_0.3-0.4"": 182, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 279, ""bin_06_0.6-0.7"": 141, ""bin_07_0.7-0.8"": 180, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8523489236831665,0.9123039469122887,0.9234914183616638,0.1128654206000928,0.01273860205275317,2000,"{'mse': 0.012738603167235851, 'rmse': 0.1128654206000928, 'mae': 0.08769605308771133}","{'r2': 0.8523489236831665, 'pearson': 0.9234914183616638}",{},[],3.64164137840271,0.0,15890432
no_lora_client_2,19,True,0.8947368421052632,5,17,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.991495747873937,0.9914983079860259,0.991495747873937,0.9914967666200111,0.03014652037123839,1999,"{'0': 0.9934747145187602, '1': 0.9883570504527813}","{'0': 0.9926650366748166, '1': 0.9896373056994818}","{'0': 0.9930697105584998, '1': 0.9889967637540453}","[3654, 27, 24, 2292]",3.8795711994171143,0.0,15890432
no_lora_client_1,19,True,1.0,5,19,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9944972486243121,0.9945042691458812,0.9944972486243121,0.9944984724266775,0.019858847695713243,1999,"{'0': 0.991822429906542, '1': 0.9965004374453194}","{'0': 0.9953106682297772, '1': 0.993891797556719}","{'0': 0.9935634874195436, '1': 0.9951944080384447}","[2547, 12, 21, 3417]",3.8791005611419678,0.0,15890432
no_lora_client_3,20,True,1.0,5,20,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 218, ""bin_03_0.3-0.4"": 182, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 279, ""bin_06_0.6-0.7"": 141, ""bin_07_0.7-0.8"": 180, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8581668138504028,0.9145912081003189,0.9266548156738281,0.11061946032684163,0.01223666465903322,2000,"{'mse': 0.01223666500300169, 'rmse': 0.11061946032684163, 'mae': 0.08540879189968109}","{'r2': 0.8581668138504028, 'pearson': 0.9266548156738281}",{},[],3.678496837615967,0.0,15890432
no_lora_client_1,20,True,1.0,5,20,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9951642487910622,0.9951645466158486,0.9951642487910622,0.9951643694336468,0.016548415664893887,1999,"{'0': 0.994140625, '1': 0.9959266802443992}","{'0': 0.9945291129347401, '1': 0.9956369982547993}","{'0': 0.994334831021684, '1': 0.9957818181818182}","[2545, 14, 15, 3423]",3.6922414302825928,0.0,15890432
no_lora_client_2,20,True,0.9,5,18,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9899949974987494,0.9899927117737645,0.9899949974987494,0.9899933903518446,0.030227938037055233,1999,"{'0': 0.9913161465400271, '1': 0.9878892733564014}","{'0': 0.9923933713664765, '1': 0.9861830742659758}","{'0': 0.9918544664675536, '1': 0.9870354364736387}","[3653, 28, 32, 2284]",3.7027273178100586,0.0,15890432
no_lora_client_3,21,True,1.0,5,21,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 218, ""bin_03_0.3-0.4"": 182, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 279, ""bin_06_0.6-0.7"": 141, ""bin_07_0.7-0.8"": 180, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8679962158203125,0.9177555665373802,0.9318742752075195,0.10671755335543222,0.011388637198756138,2000,"{'mse': 0.011388636194169521, 'rmse': 0.10671755335543222, 'mae': 0.08224443346261978}","{'r2': 0.8679962158203125, 'pearson': 0.9318742752075195}",{},[],3.6640708446502686,0.0,15890432
no_lora_client_1,21,True,1.0,5,21,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9959979989994997,0.9960012261886884,0.9959979989994997,0.9959985944927302,0.014561783453604827,1999,"{'0': 0.9941520467836257, '1': 0.9973776223776224}","{'0': 0.9964830011723329, '1': 0.9956369982547993}","{'0': 0.9953161592505855, '1': 0.9965065502183406}","[2550, 9, 15, 3423]",3.6718955039978027,0.0,15890432
no_lora_client_2,21,True,0.9047619047619048,5,19,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.9909954977488744,0.9910018902295107,0.9909954977488744,0.9909976498266038,0.02488091706794997,1999,"{'0': 0.9934693877551021, '1': 0.9870801033591732}","{'0': 0.9918500407497962, '1': 0.9896373056994818}","{'0': 0.9926590538336052, '1': 0.9883570504527813}","[3651, 30, 24, 2292]",3.6793053150177,0.0,15890432
no_lora_client_3,22,True,1.0,5,22,2000,"{""bin_00_0.0-0.1"": 200, ""bin_01_0.1-0.2"": 200, ""bin_02_0.2-0.3"": 218, ""bin_03_0.3-0.4"": 182, ""bin_04_0.4-0.5"": 200, ""bin_05_0.5-0.6"": 279, ""bin_06_0.6-0.7"": 141, ""bin_07_0.7-0.8"": 180, ""bin_08_0.8-0.9"": 200, ""bin_09_0.9-1.0"": 200}",1.098278899766872,0.8670246005058289,0.9174594730138779,0.931352436542511,0.1071095608237315,0.01147245834643642,2000,"{'mse': 0.011472458019852638, 'rmse': 0.1071095608237315, 'mae': 0.08254052698612213}","{'r2': 0.8670246005058289, 'pearson': 0.931352436542511}",{},[],3.5114634037017822,0.0,15890432
no_lora_client_1,22,True,1.0,5,22,1999,"{""class_0"": 853, ""class_1"": 1146}",0.4231765671997141,0.9946639986659996,0.9946752805587674,0.9946639986659996,0.994665575266402,0.015813682433217763,1999,"{'0': 0.9914430182808246, '1': 0.997081144191477}","{'0': 0.9960922235248144, '1': 0.9936009307737056}","{'0': 0.9937621832358674, '1': 0.9953379953379954}","[2549, 10, 22, 3416]",3.690697193145752,0.0,15890432
no_lora_client_2,22,True,0.9090909090909091,5,20,1999,"{""class_0"": 1227, ""class_1"": 772}",0.4233579048385255,0.993163248290812,0.9931728461742995,0.993163248290812,0.9931656932739733,0.020710581161081792,1999,"{'0': 0.9956427015250545, '1': 0.989247311827957}","{'0': 0.9932083672914969, '1': 0.9930915371329879}","{'0': 0.9944240446076431, '1': 0.99116569704805}","[3656, 25, 16, 2300]",3.684227466583252,0.0,15890432
