Model,CSV_File,Full_Path,Result_Folder,Headers,File_Size
tiny_bert,client_results_20260219_114758.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\client_results_20260219_114758.csv,tinybert_fl_mtl_non-iid_9clients,round; client_id; task; accuracy; loss; samples_processed; correct_predictions; f1_score; pearson_correlation; spearman_correlation; mae; mse; rmse; val_accuracy; val_loss; val_samples; val_correct_predictions; val_f1_score; val_pearson_correlation; val_spearman_correlation; val_mae; global_model_val_accuracy; global_model_val_loss; global_model_val_samples; global_model_val_correct_predictions; global_model_val_f1; global_model_val_precision; global_model_val_recall; global_model_val_pearson; global_model_val_spearman; timestamp,72180
tiny_bert,device_usage_qqp_client_1_20260219_114813.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_qqp_client_1_20260219_114813.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12092
tiny_bert,device_usage_qqp_client_2_20260219_114815.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_qqp_client_2_20260219_114815.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12065
tiny_bert,device_usage_qqp_client_3_20260219_114818.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_qqp_client_3_20260219_114818.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12098
tiny_bert,device_usage_sst2_client_1_20260219_114804.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_sst2_client_1_20260219_114804.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12175
tiny_bert,device_usage_sst2_client_2_20260219_114806.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_sst2_client_2_20260219_114806.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12141
tiny_bert,device_usage_sst2_client_3_20260219_114809.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_sst2_client_3_20260219_114809.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12165
tiny_bert,device_usage_stsb_client_1_20260219_114822.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_stsb_client_1_20260219_114822.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12131
tiny_bert,device_usage_stsb_client_2_20260219_114824.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_stsb_client_2_20260219_114824.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12130
tiny_bert,device_usage_stsb_client_3_20260219_114827.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\device_usage_stsb_client_3_20260219_114827.csv,tinybert_fl_mtl_non-iid_9clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12122
tiny_bert,federated_results_20260219_114758.csv,tiny_bert\fl-mtl-slms-tiny-bert-non-iid-stsb-qqp-sst2-3client-each\tinybert_fl_mtl_non-iid_9clients\federated_results_20260219_114758.csv,tinybert_fl_mtl_non-iid_9clients,round; responses_received; avg_accuracy; classification_accuracy; regression_accuracy; total_clients; active_clients; training_time; synchronization_events; global_model_version; global_sst2_val_accuracy; global_sst2_val_f1; global_qqp_val_accuracy; global_qqp_val_f1; global_stsb_val_pearson; global_stsb_val_spearman; timestamp,2986
tiny_bert,client_results_20260131_232932.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2-lora\tinybert_fl_mtl_lora_3clients\client_results_20260131_232932.csv,tinybert_fl_mtl_lora_3clients,round; client_id; task; accuracy; loss; samples_processed; correct_predictions; f1_score; pearson_correlation; spearman_correlation; mae; mse; rmse; val_accuracy; val_loss; val_samples; val_correct_predictions; val_f1_score; val_pearson_correlation; val_spearman_correlation; val_mae; global_model_val_accuracy; global_model_val_loss; global_model_val_samples; global_model_val_correct_predictions; global_model_val_f1; global_model_val_precision; global_model_val_recall; global_model_val_pearson; global_model_val_spearman; timestamp,29343
tiny_bert,device_usage_qqp_client_20260131_232949.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2-lora\tinybert_fl_mtl_lora_3clients\device_usage_qqp_client_20260131_232949.csv,tinybert_fl_mtl_lora_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,14764
tiny_bert,device_usage_sst2_client_20260131_232944.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2-lora\tinybert_fl_mtl_lora_3clients\device_usage_sst2_client_20260131_232944.csv,tinybert_fl_mtl_lora_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,14853
tiny_bert,device_usage_stsb_client_20260131_232954.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2-lora\tinybert_fl_mtl_lora_3clients\device_usage_stsb_client_20260131_232954.csv,tinybert_fl_mtl_lora_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,15035
tiny_bert,federated_results_20260131_232932.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2-lora\tinybert_fl_mtl_lora_3clients\federated_results_20260131_232932.csv,tinybert_fl_mtl_lora_3clients,round; responses_received; avg_accuracy; classification_accuracy; regression_accuracy; total_clients; active_clients; training_time; synchronization_events; global_model_version; global_sst2_val_accuracy; global_sst2_val_f1; global_qqp_val_accuracy; global_qqp_val_f1; global_stsb_val_pearson; global_stsb_val_spearman; timestamp,3470
tiny_bert,client_results_20260205_070953.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2\fl_mtl_iid_1client\client_results_20260205_070953.csv,fl_mtl_iid_1client,round; client_id; task; accuracy; loss; samples_processed; correct_predictions; f1_score; pearson_correlation; spearman_correlation; mae; mse; rmse; val_accuracy; val_loss; val_samples; val_correct_predictions; val_f1_score; val_pearson_correlation; val_spearman_correlation; val_mae; global_model_val_accuracy; global_model_val_loss; global_model_val_samples; global_model_val_correct_predictions; global_model_val_f1; global_model_val_precision; global_model_val_recall; global_model_val_pearson; global_model_val_spearman; timestamp,48724
tiny_bert,device_usage_qqp_client_20260205_071015.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2\fl_mtl_iid_1client\device_usage_qqp_client_20260205_071015.csv,fl_mtl_iid_1client,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,24622
tiny_bert,device_usage_sst2_client_20260205_071015.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2\fl_mtl_iid_1client\device_usage_sst2_client_20260205_071015.csv,fl_mtl_iid_1client,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,24724
tiny_bert,device_usage_stsb_client_20260205_071015.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2\fl_mtl_iid_1client\device_usage_stsb_client_20260205_071015.csv,fl_mtl_iid_1client,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,24559
tiny_bert,federated_results_20260205_070953.csv,tiny_bert\fl-mtl-slms-berttiny-stsb-qqp-sst2\fl_mtl_iid_1client\federated_results_20260205_070953.csv,fl_mtl_iid_1client,round; responses_received; avg_accuracy; classification_accuracy; regression_accuracy; total_clients; active_clients; training_time; synchronization_events; global_model_version; global_sst2_val_accuracy; global_sst2_val_f1; global_qqp_val_accuracy; global_qqp_val_f1; global_stsb_val_pearson; global_stsb_val_spearman; timestamp,5592
tiny_bert,centralized_STSB_results_20260226_072317.csv,tiny_bert\centralized-single-task-stsb\tinybert_centralized_single_stsb\centralized_STSB_results_20260226_072317.csv,tinybert_centralized_single_stsb,epoch; training_time; train_loss; train_accuracy; sst2_val_accuracy; sst2_val_f1; qqp_val_accuracy; qqp_val_f1; stsb_val_pearson; stsb_val_spearman; total_val_loss; gpu_usage; cpu_usage; memory_usage; timestamp,4544
tiny_bert,centralized_SST2_results_20260226_072303.csv,tiny_bert\centralized-single-task-sst2\tinybert_centralized_single_sst2\centralized_SST2_results_20260226_072303.csv,tinybert_centralized_single_sst2,epoch; training_time; train_loss; train_accuracy; sst2_val_accuracy; sst2_val_f1; qqp_val_accuracy; qqp_val_f1; stsb_val_pearson; stsb_val_spearman; total_val_loss; gpu_usage; cpu_usage; memory_usage; timestamp,4585
tiny_bert,centralized_QQP_results_20260226_072237.csv,tiny_bert\centralized-single-task-qqp\tinybert_centralized_single_qqp\centralized_QQP_results_20260226_072237.csv,tinybert_centralized_single_qqp,epoch; training_time; train_loss; train_accuracy; sst2_val_accuracy; sst2_val_f1; qqp_val_accuracy; qqp_val_f1; stsb_val_pearson; stsb_val_spearman; total_val_loss; gpu_usage; cpu_usage; memory_usage; timestamp,4535
tiny_bert,centralized_mtl_results_20260226_072310.csv,tiny_bert\centralized-mtl-all-tasks\tinybert_centralized_mtl\centralized_mtl_results_20260226_072310.csv,tinybert_centralized_mtl,epoch; training_time; sst2_val_accuracy; sst2_val_f1; qqp_val_accuracy; qqp_val_f1; stsb_val_pearson; stsb_val_spearman; total_val_loss; gpu_usage; cpu_usage; memory_usage; timestamp,4993
tiny_bert,training_qqp_metrics_20260226_072310.csv,tiny_bert\centralized-mtl-all-tasks\tinybert_centralized_mtl\training_qqp_metrics_20260226_072310.csv,tinybert_centralized_mtl,epoch; train_loss; train_accuracy; timestamp,1590
tiny_bert,training_sst2_metrics_20260226_072310.csv,tiny_bert\centralized-mtl-all-tasks\tinybert_centralized_mtl\training_sst2_metrics_20260226_072310.csv,tinybert_centralized_mtl,epoch; train_loss; train_accuracy; timestamp,1599
tiny_bert,training_stsb_metrics_20260226_072310.csv,tiny_bert\centralized-mtl-all-tasks\tinybert_centralized_mtl\training_stsb_metrics_20260226_072310.csv,tinybert_centralized_mtl,epoch; train_loss; train_accuracy; timestamp,1959
mini-lm,client_results_20260220_160952.csv,mini-lm\fl-slms-mini-lm-non-iid-stsb\minilm_fl_single_stsb_non-iid_3clients\client_results_20260220_160952.csv,minilm_fl_single_stsb_non-iid_3clients,round; client_id; task; accuracy; loss; samples_processed; correct_predictions; f1_score; pearson_correlation; spearman_correlation; mae; mse; rmse; val_accuracy; val_loss; val_samples; val_correct_predictions; val_f1_score; val_pearson_correlation; val_spearman_correlation; val_mae; global_model_val_accuracy; global_model_val_loss; global_model_val_samples; global_model_val_correct_predictions; global_model_val_f1; global_model_val_precision; global_model_val_recall; global_model_val_pearson; global_model_val_spearman; timestamp,28918
mini-lm,device_usage_stsb_client_1_20260220_161013.csv,mini-lm\fl-slms-mini-lm-non-iid-stsb\minilm_fl_single_stsb_non-iid_3clients\device_usage_stsb_client_1_20260220_161013.csv,minilm_fl_single_stsb_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12123
mini-lm,device_usage_stsb_client_2_20260220_161015.csv,mini-lm\fl-slms-mini-lm-non-iid-stsb\minilm_fl_single_stsb_non-iid_3clients\device_usage_stsb_client_2_20260220_161015.csv,minilm_fl_single_stsb_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12127
mini-lm,device_usage_stsb_client_3_20260220_161018.csv,mini-lm\fl-slms-mini-lm-non-iid-stsb\minilm_fl_single_stsb_non-iid_3clients\device_usage_stsb_client_3_20260220_161018.csv,minilm_fl_single_stsb_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12146
mini-lm,federated_results_20260220_160952.csv,mini-lm\fl-slms-mini-lm-non-iid-stsb\minilm_fl_single_stsb_non-iid_3clients\federated_results_20260220_160952.csv,minilm_fl_single_stsb_non-iid_3clients,round; responses_received; avg_accuracy; classification_accuracy; regression_accuracy; total_clients; active_clients; training_time; synchronization_events; global_model_version; global_sst2_val_accuracy; global_sst2_val_f1; global_qqp_val_accuracy; global_qqp_val_f1; global_stsb_val_pearson; global_stsb_val_spearman; timestamp,2938
mini-lm,client_results_20260220_091049.csv,mini-lm\fl-slms-mini-lm-non-iid-sst2\minilm_fl_single_sst2_non-iid_3clients\client_results_20260220_091049.csv,minilm_fl_single_sst2_non-iid_3clients,round; client_id; task; accuracy; loss; samples_processed; correct_predictions; f1_score; pearson_correlation; spearman_correlation; mae; mse; rmse; val_accuracy; val_loss; val_samples; val_correct_predictions; val_f1_score; val_pearson_correlation; val_spearman_correlation; val_mae; global_model_val_accuracy; global_model_val_loss; global_model_val_samples; global_model_val_correct_predictions; global_model_val_f1; global_model_val_precision; global_model_val_recall; global_model_val_pearson; global_model_val_spearman; timestamp,22299
mini-lm,device_usage_sst2_client_1_20260220_091111.csv,mini-lm\fl-slms-mini-lm-non-iid-sst2\minilm_fl_single_sst2_non-iid_3clients\device_usage_sst2_client_1_20260220_091111.csv,minilm_fl_single_sst2_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12169
mini-lm,device_usage_sst2_client_2_20260220_091114.csv,mini-lm\fl-slms-mini-lm-non-iid-sst2\minilm_fl_single_sst2_non-iid_3clients\device_usage_sst2_client_2_20260220_091114.csv,minilm_fl_single_sst2_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12176
mini-lm,device_usage_sst2_client_3_20260220_091116.csv,mini-lm\fl-slms-mini-lm-non-iid-sst2\minilm_fl_single_sst2_non-iid_3clients\device_usage_sst2_client_3_20260220_091116.csv,minilm_fl_single_sst2_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12163
mini-lm,federated_results_20260220_091049.csv,mini-lm\fl-slms-mini-lm-non-iid-sst2\minilm_fl_single_sst2_non-iid_3clients\federated_results_20260220_091049.csv,minilm_fl_single_sst2_non-iid_3clients,round; responses_received; avg_accuracy; classification_accuracy; regression_accuracy; total_clients; active_clients; training_time; synchronization_events; global_model_version; global_sst2_val_accuracy; global_sst2_val_f1; global_qqp_val_accuracy; global_qqp_val_f1; global_stsb_val_pearson; global_stsb_val_spearman; timestamp,2938
mini-lm,client_results_20260219_221706.csv,mini-lm\fl-slms-mini-lm-non-iid-qqp\minilm_fl_single_qqp_non-iid_3clients\client_results_20260219_221706.csv,minilm_fl_single_qqp_non-iid_3clients,round; client_id; task; accuracy; loss; samples_processed; correct_predictions; f1_score; pearson_correlation; spearman_correlation; mae; mse; rmse; val_accuracy; val_loss; val_samples; val_correct_predictions; val_f1_score; val_pearson_correlation; val_spearman_correlation; val_mae; global_model_val_accuracy; global_model_val_loss; global_model_val_samples; global_model_val_correct_predictions; global_model_val_f1; global_model_val_precision; global_model_val_recall; global_model_val_pearson; global_model_val_spearman; timestamp,22667
mini-lm,device_usage_qqp_client_1_20260219_221726.csv,mini-lm\fl-slms-mini-lm-non-iid-qqp\minilm_fl_single_qqp_non-iid_3clients\device_usage_qqp_client_1_20260219_221726.csv,minilm_fl_single_qqp_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12052
mini-lm,device_usage_qqp_client_2_20260219_221728.csv,mini-lm\fl-slms-mini-lm-non-iid-qqp\minilm_fl_single_qqp_non-iid_3clients\device_usage_qqp_client_2_20260219_221728.csv,minilm_fl_single_qqp_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12053
mini-lm,device_usage_qqp_client_3_20260219_221731.csv,mini-lm\fl-slms-mini-lm-non-iid-qqp\minilm_fl_single_qqp_non-iid_3clients\device_usage_qqp_client_3_20260219_221731.csv,minilm_fl_single_qqp_non-iid_3clients,accuracy; client_id; device_type; gpu_memory_allocated_gb; gpu_memory_reserved_gb; gpu_memory_total_gb; gpu_memory_utilization_pct; gpu_name; loss; phase; round; samples_processed; task; timestamp,12094
mini-lm,federated_results_20260219_221706.csv,mini-lm\fl-slms-mini-lm-non-iid-qqp\minilm_fl_single_qqp_non-iid_3clients\federated_results_20260219_221706.csv,minilm_fl_single_qqp_non-iid_3clients,round; responses_received; avg_accuracy; classification_accuracy; regression_accuracy; total_clients; active_clients; training_time; synchronization_events; global_model_version; global_sst2_val_accuracy; global_sst2_val_f1; global_qqp_val_accuracy; global_qqp_val_f1; global_stsb_val_pearson; global_stsb_val_spearman; timestamp,2938
